ikqj-pyhc	DOF: Condominium comparable rental income – Manhattan - FY 2010/2011	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties manhattan borough
kpt7-myy2	Senior Center Directory	 jobs and economic mobility department for the aging dfta senior citizen elderly aging directory
ny8q-k43u	david's list view	 jobs tech
bkyy-g74a	Street Tree Census (Bronx)	 dpr park parks nature recreation tree census arbor geographic staten island healthy living
y236-xzh8	56	 geographic location map cartography property building perimeter
yfsi-ncic	ESRI map	 parking facilities car automobile
4vsa-fhnm	Reasons For Police- Civilian Encounters That Led To A Complaint 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
thmu-85hg	mn parks	 park parks nature recreation location map cartography geographic
vjd2-fk4d	Airport Polygon (City Airport Runways)	 geographic location map cartography transportation airport runway doitt gis
rfpq-hs49	School Attendance And Enrollment By District - 2010-11	 lifelong learning
zkky-n5j3	Water Resevoir Levels	 department of environmental protection dep environment water reservoir health ecosystem eco-system agua water system water supply nyc tap tap water conservation healthy living
4fnu-iufz	PMMR Data - Current Year	null	null
97pn-acdf	Projected Population 2000-2030 - Total By Age Groups	 projected population 2000-2030 - total by age groups dcp 2000 2030
m8nt-a4xh	Universal Pre-K Locations	 jobs and economic mobility doitt gis geographic location map children cartography education school schooling kindergarten kid kids care child services
hxti-7qkk	01	 park parks nature recreation location map cartography geographic
r9ej-auf8	Noise Complaints near NYU 2010 to Sept 2012	 311 311 service requests 2010 2011 2012 service request status all service requests
9tqc-rnkr	Nursing Homes	 jobs and economic mobility map location cartography oem nurse nursing home care health sick
bvc7-nbpp	Coastal Boundaries	 water zoning development shore coast dcp coastal boundaries
vna7-je5q	Damaged Trees - Hurricane Sandy	 311 311 service requests 2010 2011 2012 service request status all service requests
w9k6-n9e8	Manhattan Noise Complaints 2010 Test	 311 311 service requests 2010 2011 service request status all service requests
incp-bqzd	Downtown restaurants	 manhattan downtown retail block lot vendor sale sell community
nmvx-k2da	GIS Oil Boilers	 energy power environment planning construction housing property
ck26-hjgk	DOF Statement of account (Brooklyn)	 department of finance finance dof brooklyn borough statement of account
u6gg-xejf	Vacant Lots Cleaned	 vacant lots cleaned lot clean dsny sanitation garbage lots clean web
cmuj-xkg6	nyc_museum_gal_1	 museums galleries art culture museo
hi3x-y76v	New York City Health and Hospitals Corporation (HHC) Patient Satisfaction - 2009	 health patient satisfaction consumer healthcare healthcare provider survey hospital medicare medicaid gcahps healthy living
ige5-v6sk	LION Differences File	 node street street name intersection segment lion ldf change
en6g-gjrd	Commercial	 electricity energy environment planning power utilities
qfva-z2r5	Flood Plain Scenario - Rapid Ice Melt (2020/2050/2080)	 flood flood plain rapid ice melt 2020 2050 2080
y6kr-dsti	Large Residential	 electricity energy environment planning power utilities
xpvq-b7bu	Financial Empowerment Centers	 jobs and economic mobility empowerment finance financial empowerment empowerment center consumer financial
vg63-xw6u	2009 Campaign Expenditures	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
g6ie-7v9k	Business Improvement Districts (BID) Organization List	null
gtwb-v72z	DFTA Senior Center Map	 department for the aging dfta senior citizen elderly aging directory
urvc-2kdr	Neighborhood Development Area Breakdowns	 boundary district community demography demographic statistic youth development neighborhood lifelong learning
6zff-ymq2	Directory of Recreation Centers	 recreation sports dpr parks rec healthy living
jzpr-h2vx	Birth Rate	 birth labor neighborhood 2007
qwrh-i7vk	311 HPD Complaints Opened	 311 311 service requests 2010 2011 service request status all service requests
k26i-s5bd	Grand Central Partnership (GCP) Business Directory	 grand central partnership business directory address
qpsp-bm9z	Property Valuation and Assessment data Tax Class	 finance property tax value valuation assess assessment expand expanded roll tax class
yig9-9zum	School Progress Reports - All Schools - 2010-11	 lifelong learning
4u36-44pe	OACE (Office of Adult and Continuing Education) Sites	 jobs and economic development location map cartography basemap oace adult education continuing site school
4bew-e6kg	Mapped View of HHC Facilities	 facility facilities health patient healthcare healthcare provider hospital medicare medicaid healthy living
496p-fwvq	DEP Green Infrastructure	 dep green infrastructure water grey dep cost-effective green roofs healthy living
w46b-46c5	Map of Tennis Courts	 park parks nature recreation location map cartography tennis court ball sports game healthy living
un72-4nix	Directory of Historic Houses	 directory of historic houses historic dpr parks healthy living
tic6-5xzi	Graffiti	 sanitation scout graffiti complaint request public
k8hv-56d7	Graduation Outcomes - Class Of 2010 - Regents-based Math- ELA APM - School Level	 lifelong learning
wm9y-vrt8	Lower Density Growth Management Areas	 zoning development sustainability environment dcp lower density growth management areas
9bmk-bbj5	English Language Arts (ELA) Test Results by Grade 2006-2011 - Citywide - All Students	 lifelong learning
t6wx-qufc	Laundromats Map	 laundry license laundromat clothing washing cleaning clothes consumer affairs dca
35cc-g4mc	DEP: CPR Data from July 2001 through June 2011	 environment & conservation statistics inland water resources healthy living
iy78-vad6	federal stimulus not spent	 mayor's office of operations operations ops federal stimulus stimulus funding stimulus money
h2ur-9ihd	45	 geographic location map cartography services wifi wireless hot spot access telecommunication
fi99-sd8n	wifi-map-remix	 geographic location map cartography services wifi wireless hot spot access telecommunication
h75c-7csj	zip	 geographic location map cartography zip code zip code boundary
ei8e-zggc	NYC City Hall Library Publications	 library catalog catalogue report study studies depository records official publication
qiku-f5v3	DEP -  Bureau of Wastewater Treatment (BWT) – 2011 Nuisance Complaints	 dep environment environmental protection department of environmental protection nuisance complaints 2011 bureau of wastewater treatment wastewater nuisance complaints healthy living
fe77-tkes	e	 electricity energy environment planning power utilities
rwa3-b3wr	School Progress Reports - All Schools - 2011 Multiyear Summary	 lifelong learning
vv4b-w2vp	MapofparksABC	 park parks nature recreation location map cartography geographic
t9jy-gfev	Parks Inspections data	 accountability transparency safety quality healthy living
khkb-h6hx	Empower Zones	 geographic location map cartography basemap empower zone
tphb-2tdm	Approved licensees and registrants for trade waste	 wholesale vendor license registration trade waste approved
ipbu-mtcs	Directory of Dog Runs  and Off-Leash Areas	 directory of dog runs  and off-leash areas dogs dpr parks healthy living
xfr3-a2ie	Open Space Brooklyn	 geographic location map cartography park open space track court cemetery
sapz-4gsi	Approved registrants in the wholesale markets	 wholesale vendor market registration approved
26ze-s5bx	Average Daily Inmate Population	 corrections jail prison inmate facility rikers population arrest
799n-b76v	Latin Cultural Organizations	 culture entertainment media latin cultural event organization hispanic resource
rh4g-pmh8	Watershed statistics	 department of environmental protection dep environment water reservoir health ecosystem eco-system agua water system water supply nyc tap tap water conservation watershrd healthy living
4wcq-bg6s	Street Tree Census (Queens)	 dpr park parks nature recreation tree census arbor geographic queens healthy living
sxmw-f24h	311 Service Requests for 2005	 311 311 service requests 2005 all service requests
8te3-bhtv	USP business map	 union square partnership usp business directory 14th street
